name,tech_score,confidence,city,region,country,address,lat,lng,website,phone,careers_url,careers_provider,careers_api_url,careers_confidence,careers_last_checked,careers_notes,categories,sources,source_ids,notes
"Composite Technology Park, RV TIFAC",27.0,low,Bengaluru,Karnataka,India,,12.9197751,77.4720347,,,,,,,,,office=research,openstreetmap,"{""openstreetmap"": ""way:1262098000""}",matched: technology
Cordis Technology,27.0,low,Bengaluru,Karnataka,India,,12.9239785,77.6546129,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:1274231242""}",matched: technology
CoreEL Technologies,27.0,low,Bengaluru,Karnataka,India,,12.9251637,77.6334195,,,,,,,,,office=educational_institution,openstreetmap,"{""openstreetmap"": ""node:5915887968""}",matched: technologies
Evora IT Solutions Private Limited,27.0,low,Bengaluru,Karnataka,India,,12.9704579,77.6422291,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:4315678615""}","matched: solutions, office=company"
Filtrex Technologies,27.0,low,Bengaluru,Karnataka,India,,13.0278179,77.6356862,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:443648476""}",matched: technologies
First Technology Place,27.0,low,Bengaluru,Karnataka,India,,12.9837828,77.7302655,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:123613260""}",matched: technology
Global Technology Park,27.0,low,Bengaluru,Karnataka,India,,12.9256684,77.6826976,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:450537541""}",matched: technology
Global technology Park Tower Road,27.0,low,Bengaluru,Karnataka,India,,12.9270798,77.6827842,,,,,,,,,office=yes | building=office,openstreetmap,"{""openstreetmap"": ""way:692956912""}",matched: technology
Green vision Technologies,27.0,low,Bengaluru,Karnataka,India,3rd Main road palace guttahalli bangalore,12.9995086,77.5790032,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:2533454224""}",matched: technologies
GYR IT Solutions,27.0,low,Bengaluru,Karnataka,India,,12.9043578,77.5990145,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11411767458""}","matched: solutions, office=company"
Hafele Solutions Private Limited,27.0,low,Bengaluru,Karnataka,India,100 Feet Road,12.9724264,77.6415235,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:3725721585""}","matched: solutions, office=company"
Hanatech Solutions Pvt Ltd,27.0,low,Bengaluru,Karnataka,India,,12.9066752,77.577323,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11303765272""}","matched: solutions, office=company"
Hawkstack Technologies,27.0,low,Bengaluru,Karnataka,India,"780, 16th Main Road, BTM Layout, Bangalore, 560076",12.9147472,77.6099123,,,,,,,,,building=retail,openstreetmap,"{""openstreetmap"": ""way:348202013""}",matched: technologies
HCL Technologies,27.0,low,Bengaluru,Karnataka,India,,12.8437784,77.6717453,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:236516032""}",matched: technologies
Hi-Tech Technologies,27.0,low,Bengaluru,Karnataka,India,"107, 3rd cross, Bangalore, 560058",13.034336,77.5276666,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4490216808""}",matched: technologies
Highsource HR Solutions,27.0,low,Bengaluru,Karnataka,India,,12.8960831,77.6351931,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12706360456""}","matched: solutions, office=company"
Hinduja Global Solutions Ltd.,27.0,low,Bengaluru,Karnataka,India,,12.8999003,77.6311922,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:9253530906""}","matched: solutions, office=company"
"Hinduja Global Solutions, (HGS)",27.0,low,Bengaluru,Karnataka,India,"Building 14, Pritech Park, Outer Ring Road, Bengaluru, 560103",12.9210658,77.6807407,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:6801839057""}","matched: solutions, office=company"
IBS Business Solutions,27.0,low,Bengaluru,Karnataka,India,,12.916991,77.6314701,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11801955133""}","matched: solutions, office=company"
IdeoForge Technology Limited,27.0,low,Bengaluru,Karnataka,India,,13.1498146,77.7079529,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1161960259""}",matched: technology
Infosys Technologies Limited,27.0,low,Bengaluru,Karnataka,India,,12.8488919,77.6659169,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:364872809""}",matched: technologies
Infotech Enterprises Ltd,27.0,low,Bengaluru,Karnataka,India,,12.8368055,77.6623857,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:231410912""}",matched: infotech
Innoz Technologies Private Limited,27.0,low,Bengaluru,Karnataka,India,,12.9361602,77.6167455,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:5915195091""}",matched: technologies
IP Digital,27.0,low,Bengaluru,Karnataka,India,,12.9066729,77.5773665,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11303766441""}","matched: digital, office=company"
ISPG Technologies,27.0,low,Bengaluru,Karnataka,India,,12.9411165,77.5854351,,,,,,,,,building=office,openstreetmap,"{""openstreetmap"": ""node:1685656329""}",matched: technologies
Karnataka State Council for Science and Technology (KSCST),27.0,low,Bengaluru,Karnataka,India,,13.0136897,77.5692712,,,,,,,,,office=research,openstreetmap,"{""openstreetmap"": ""node:4005079984""}",matched: technology
Kentropy Technologies,27.0,low,Bengaluru,Karnataka,India,"116, 2nd Main Road, Bengaluru, 560034",12.9284402,77.6350056,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:347040127""}",matched: technologies
Kirti Integrated Solutions India Pvt. Ltd.,27.0,low,Bengaluru,Karnataka,India,,12.9515154,77.5689092,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11178116146""}","matched: solutions, office=company"
Kowey Conveying Technology,27.0,low,Bengaluru,Karnataka,India,84,12.9753957,77.6377011,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:3369909137""}",matched: technology
Larsen & Toubro Infotech Ltd,27.0,low,Bengaluru,Karnataka,India,"25 - 31, Bangalore",12.9819023,77.7227162,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:122668435""}",matched: infotech
LDRA Technologies Pvt Ltd,27.0,low,Bengaluru,Karnataka,India,80 Feet Road(Sir C.V. Raman Hospital Road),12.9702171,77.6473633,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3851665170""}","matched: technologies, office=it; negative hints: hospital"
Lithium Urban technologies,27.0,low,Bengaluru,Karnataka,India,"158, I T P L Main Road, Bengaluru, 560048",12.9830441,77.7089879,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:350830297""}",matched: technologies
Mahindra Comviva Technologies Ltd.,27.0,low,Bengaluru,Karnataka,India,,13.0516187,77.5954092,,,,,,,,,office=telecommunication,openstreetmap,"{""openstreetmap"": ""node:2712115346""}",matched: technologies
Mantle Solutions,27.0,low,Bengaluru,Karnataka,India,,12.9769925,77.7252705,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12147783390""}","matched: solutions, office=company"
Minchu Technologies Road,27.0,low,Bengaluru,Karnataka,India,,13.0493229,77.5110908,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:236950876""}",matched: technologies
Mistral Solutions Pvt Ltd,27.0,low,Bengaluru,Karnataka,India,"60, bangalore, 560071",12.9593734,77.6412702,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:958109470""}","matched: solutions, office=company"
Mobstac Technologies,27.0,low,Bengaluru,Karnataka,India,,12.9818173,77.6405063,,,,,,,,,office=private,openstreetmap,"{""openstreetmap"": ""node:3371304653""}",matched: technologies
Nano technology,27.0,low,Bengaluru,Karnataka,India,,13.0174924,77.5891779,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4708186192""}",matched: technology
NIIT Technologies,27.0,low,Bengaluru,Karnataka,India,"Rupena Agrahara, Hosur Road, Bangalore",12.9151861,77.6242633,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""node:1467918892""}",matched: technologies
Orient Technologies Private Limited,27.0,low,Bengaluru,Karnataka,India,,12.9916521,77.6021282,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:5174903784""}",matched: technologies
Ozone Manay Technology Park,27.0,low,Bengaluru,Karnataka,India,,12.8914704,77.6375458,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1257330725""}",matched: technology
Peertone Technologies,27.0,low,Bengaluru,Karnataka,India,"943, 1st Floor, 11th Main, HAL II Stage, Bangalore, 560008",12.9704829,77.6392752,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:416707210""}",matched: technologies
pixelsbrew solutions,27.0,low,Bengaluru,Karnataka,India,,13.0028709,77.5503068,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11662113629""}","matched: solutions, office=company"
Pragathi Technologies,27.0,low,Bengaluru,Karnataka,India,,12.957534,77.7009125,,,,,,,,,office=educational_institution,openstreetmap,"{""openstreetmap"": ""node:3803761226""}",matched: technologies
Prasad Technology Park,27.0,low,Bengaluru,Karnataka,India,,12.9760088,77.7258262,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1144296220""}",matched: technology
Productiva IT Solutions,27.0,low,Bengaluru,Karnataka,India,,12.9592515,77.7169489,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:10699991473""}","matched: solutions, office=company"
Rajendra Infotech Road,27.0,low,Bengaluru,Karnataka,India,,13.0405036,77.6203392,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:395483361""}",matched: infotech
"Robert Bosch Engineering and Business Solutions India Pvt Ltd.,",27.0,low,Bengaluru,Karnataka,India,"No. 690, Hosur Road, Bengaluru, 560068",12.9015806,77.6328786,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:1467921623""}","matched: solutions, office=company"
Sathvick Infotech Private Limited,27.0,low,Bengaluru,Karnataka,India,"Bangalore, 560079",12.9775705,77.5312574,,,,,,,,,amenity=studio,openstreetmap,"{""openstreetmap"": ""node:3823691057""}",matched: infotech
Schunk Carbon Technology India Pvt. Ltd,27.0,low,Bengaluru,Karnataka,India,,12.9948778,77.6899495,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:219618422""}",matched: technology
Science And Technology Takes Off,27.0,low,Bengaluru,Karnataka,India,,12.976277,77.6036223,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:12118015677""}",matched: technology
Semiconductor Technology and Applied Research Centre,27.0,low,Bengaluru,Karnataka,India,,13.0013731,77.6771934,,,,,,,,,office=government | building=yes,openstreetmap,"{""openstreetmap"": ""way:1491276471""}",matched: technology
Shiksha Infotech pvt ltd,27.0,low,Bengaluru,Karnataka,India,"90, Manjunath kanika, 2nd Main, Bangalore, 560100",12.8416847,77.6670908,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:12538932155""}",matched: infotech
Signa Health Solutions,27.0,low,Bengaluru,Karnataka,India,,12.9441517,77.6938936,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11608263621""}","matched: solutions, office=company"
Siliciti Technologies,27.0,low,Bengaluru,Karnataka,India,"80 Ft Main Rd,NGEF Layout, Stage 2, Naagarabhaavi, Bengaluru, 560056",12.9608478,77.5094134,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:12540878596""}",matched: technologies
Silkworm Seed Technology Laboratory,27.0,low,Bengaluru,Karnataka,India,,12.8812513,77.7106838,,,,,,,,,office=research,openstreetmap,"{""openstreetmap"": ""way:1088209020""}",matched: technology
Slv Engineering Technologies,27.0,low,Bengaluru,Karnataka,India,"3rd cross, Bangalore, 560058",13.0336166,77.5271115,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4490148583""}",matched: technologies
SoftInWay Turbomachinery Solutions Private Limited,27.0,low,Bengaluru,Karnataka,India,,12.9902188,77.5914976,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12131844219""}","matched: solutions, office=company"
Tally Solutions Private Limited,27.0,low,Bengaluru,Karnataka,India,,12.8991094,77.6310713,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:9253551418""}","matched: solutions, office=company"
Tavant Technologies India Pvt Ltd,27.0,low,Bengaluru,Karnataka,India,,12.9338324,77.6185621,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:5915409408""}",matched: technologies
The Institution of Engineering and Technology;IET,27.0,low,Bengaluru,Karnataka,India,,12.9733724,77.6137266,,,,,,,,,office=association,openstreetmap,"{""openstreetmap"": ""node:3808578261""}",matched: technology
Thirumala Carving Technology,27.0,low,Bengaluru,Karnataka,India,,13.046863,77.5077537,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:726429187""}",matched: technology
Tidalwave Solutions Private Limited,27.0,low,Bengaluru,Karnataka,India,,12.9762513,77.6407718,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12125802593""}","matched: solutions, office=company"
Total RCM Solutions,27.0,low,Bengaluru,Karnataka,India,,12.9185753,77.6493543,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11533128579""}","matched: solutions, office=company"
Trintech Solutions,27.0,low,Bengaluru,Karnataka,India,,12.9891224,77.7326435,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:13816579182""}","matched: solutions, office=company"
Velabh Technologies PVT LTD,27.0,low,Bengaluru,Karnataka,India,,13.069142,77.5549604,,,,,,,,,shop=yes,openstreetmap,"{""openstreetmap"": ""node:12766683173""}",matched: technologies
Vomsoft Technology and Consultancy (P) Ltd,27.0,low,Bengaluru,Karnataka,India,,12.9515351,77.7000534,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:3541884420""}",matched: technology
Vyusync Design Solutions,27.0,low,Bengaluru,Karnataka,India,,12.9185744,77.6493857,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11533128580""}","matched: solutions, office=company"
Western Digital,27.0,low,Bengaluru,Karnataka,India,,12.9437649,77.6931426,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11608263620""}","matched: digital, office=company"
Zool Tech Solutions Pvt Ltd,27.0,low,Bengaluru,Karnataka,India,,12.9077497,77.6445912,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:4799061087""}","matched: solutions, office=company"
Technology Park,27.0,low,Bhopal,Madhya Pradesh,India,,23.2779837,77.4659004,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:3892044619""}",matched: technology
Technology Park,27.0,low,Bhopal,Madhya Pradesh,India,,23.3000663,77.3632427,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1527712071""}",matched: technology
Technology Corridor,27.0,low,Bhubaneswar,Odisha,India,,20.348582,85.8070221,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1208791974""}",matched: technology
Technology Corridor,27.0,low,Bhubaneswar,Odisha,India,,20.3403055,85.8073534,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1393494685""}",matched: technology
Adwintage,27.0,low,Chandigarh-Mohali,Chandigarh/Punjab,India,"SCO 11-A, Sector 7-C, Madhya Marg, Chandigarh, 160019",30.7330933,76.7980135,,,,,,,,,"description=Adwintage leading Branding marketing & advertising agency providing 360 degree solutions in Marketing, PR, Events, Communications, designing, Website Development, Internet/ digital marketing Services based on client's specific needs.",openstreetmap,"{""openstreetmap"": ""node:4269366422""}","matched: solutions, digital"
H.R. Infotech,27.0,low,Chandigarh-Mohali,Chandigarh/Punjab,India,"SCO-356,1st Floor, Sector 32D, Sector 32, Chandigarh, 160031, Chandigarh, 160031",30.7090974,76.7733412,,,,,,,,,shop=electronics,openstreetmap,"{""openstreetmap"": ""node:12597413325""}",matched: infotech
PAMM Infotech,27.0,low,Chandigarh-Mohali,Chandigarh/Punjab,India,"IT-C2, First Floor, Sector 67 Mohali - India, First Floor, Sector 67, Mohali, 160062",30.6811687,76.7279902,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:5803912910""}",matched: infotech
Rajput IT Solutions,27.0,low,Chandigarh-Mohali,Chandigarh/Punjab,India,"Shop No 73, Sunny Enclave, Sector 125,, Kharar, 140301",30.7417668,76.6759146,,+91-8558-000594,,,,,,,shop=computer,openstreetmap,"{""openstreetmap"": ""node:13306843692""}","matched: solutions, computer"
"Technology Park, Panchkula",27.0,low,Chandigarh-Mohali,Chandigarh/Punjab,India,Panchkula,30.6945439,76.8791497,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1214583663""}",matched: technology
ThinkNEXT Technology,27.0,low,Chandigarh-Mohali,Chandigarh/Punjab,India,"Sec 65, Chandi Path, Mohali, 160062",30.6780891,76.7478766,,,,,,,,,office=educational_institution,openstreetmap,"{""openstreetmap"": ""node:4586801153""}",matched: technology
Department of Textile Technology,27.0,low,Chennai,Tamil Nadu,India,,13.0082491,80.2379005,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""relation:2062932""}",matched: technology
Dhyan Networks and Technologies,27.0,low,Chennai,Tamil Nadu,India,,13.0357899,80.2465778,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:214599076""}",matched: technologies
Edufic Digital,27.0,low,Chennai,Tamil Nadu,India,,13.0543101,80.2461365,,,,,,,,,office=company | description=Elearning material,openstreetmap,"{""openstreetmap"": ""node:7261455965""}","matched: digital, office=company"
Evolution Infotech,27.0,low,Chennai,Tamil Nadu,India,,13.0680952,80.2259399,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:354565735""}",matched: infotech
F5ive Technologies,27.0,low,Chennai,Tamil Nadu,India,,13.0489077,80.1957119,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:411316980""}",matched: technologies
Fire Technologies India Pvt Ltd,27.0,low,Chennai,Tamil Nadu,India,,12.9209254,80.2299723,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:355600889""}",matched: technologies
Firstplanet Technologies Pvt Ltd,27.0,low,Chennai,Tamil Nadu,India,"Anna Salai, 600002",13.0647984,80.2655785,,,,,,,,,description=Website Indian Local Business,openstreetmap,"{""openstreetmap"": ""node:1821078821""}",matched: technologies
Ford Technology Services,27.0,low,Chennai,Tamil Nadu,India,,12.9719871,80.2433014,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:132190862""}",matched: technology
GAVS Technologies,27.0,low,Chennai,Tamil Nadu,India,,12.9059663,80.2291182,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:355100259""}",matched: technologies
GeoFiny Technologies Pvt ltd,27.0,low,Chennai,Tamil Nadu,India,,12.8759523,80.2236053,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1299931624""}",matched: technologies
HCL Technologies,27.0,low,Chennai,Tamil Nadu,India,,13.0145675,80.199506,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:978180589""}",matched: technologies
"HCL TECHNOLOGIES LTD,AMB4",27.0,low,Chennai,Tamil Nadu,India,,13.0878629,80.173557,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:5027815571""}",matched: technologies
HCL Technologies Ltd.,27.0,low,Chennai,Tamil Nadu,India,"ELCOT - SEZ Unit-II Special Economic Zone, SDB2, #602/3, No 138, Shollinganallur - Medavakkam High Road, Shollinganallur Village, Tambaram Taluk, Kancheepuram (Dist), Chennai 600119. TN, India",12.9062268,80.2184576,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""way:154089806""}",matched: technologies
Ideas2IT Technology Services Private Limited,27.0,low,Chennai,Tamil Nadu,India,"C50, C51, Water Works Road, Chennai Corporation, 600032",13.0145781,80.2099202,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:1500715272""}",matched: technology
Jasmin infotch Pvt Ltd,27.0,low,Chennai,Tamil Nadu,India,"119, Velachery Main Road, Chennnai",12.9474776,80.209077,,,,,,,,,building=commercial | description=Jasmin Infotech Pvt Ltd,openstreetmap,"{""openstreetmap"": ""way:355598745""}",matched: infotech
Kin Technologies Pvt Ltd,27.0,low,Chennai,Tamil Nadu,India,,13.0518576,80.2468873,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:7272149140""}",matched: technologies
LMS India Engg. Solutions Pvt. Ltd,27.0,low,Chennai,Tamil Nadu,India,"20, Kannadasan Road, Chennai, 600017",13.0371594,80.2346071,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:3182651397""}","matched: solutions, office=company"
Modinity Technologies,27.0,low,Chennai,Tamil Nadu,India,,13.0684549,80.2258082,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:354862135""}",matched: technologies
Olympia Technology Park,27.0,low,Chennai,Tamil Nadu,India,,13.0148745,80.2036221,,,,,,,,,building=office,openstreetmap,"{""openstreetmap"": ""way:1136406530""}",matched: technology
Periyar Science and Technology Centre,27.0,low,Chennai,Tamil Nadu,India,,13.0127435,80.2427845,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:35015788""}",matched: technology
Shah Infotech,27.0,low,Chennai,Tamil Nadu,India,,13.0697977,80.2712864,,,,,,,,,shop=electronics,openstreetmap,"{""openstreetmap"": ""node:5079397474""}",matched: infotech
ampere,27.0,low,Coimbatore,Tamil Nadu,India,"100 Feet Road, coimbatore",11.0199984,76.9669945,,,,,,,,,shop=motorcycle,openstreetmap,"{""openstreetmap"": ""node:8253315571""}",matched: technologies
Atom8 IT solutions P Ltd,27.0,low,Coimbatore,Tamil Nadu,India,,11.0319188,77.0190445,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:10289023512""}","matched: solutions, office=company"
Department of Nanoscience and Technology,27.0,low,Coimbatore,Tamil Nadu,India,Centinery Building path,11.0144691,76.9364461,,,,,,,,,building=university,openstreetmap,"{""openstreetmap"": ""way:463631912""}",matched: technology
INFENCE Technologies,27.0,low,Coimbatore,Tamil Nadu,India,"Bharathi Park 1st Cross, 641043",11.020225,76.9453773,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""node:1425214651""}",matched: technologies
Luminous Power Technologies Pvt Ltd,27.0,low,Coimbatore,Tamil Nadu,India,,11.0164766,76.9735628,,,,,,,,,shop=electronics,openstreetmap,"{""openstreetmap"": ""node:4925842501""}",matched: technologies
PSG GRD Museum of Science & Technology,27.0,low,Coimbatore,Tamil Nadu,India,,11.0663812,77.0935081,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:13434210508""}",matched: technology
Skybean Technologies (P) Ltd,27.0,low,Coimbatore,Tamil Nadu,India,"10, Aditya Avenue Extension, Saravana Nagar North, Coimbatore, 641025",11.0546524,76.9279774,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4756188365""}",matched: technologies
SVB Tech Park,27.0,low,Coimbatore,Tamil Nadu,India,"SF No.60/2B, Sitra - Kurumbapalayam Road, Coimbatore, 641048",11.0935774,77.0325388,,,,,,,,,"building=commercial | description=SVB Tech Park in Kalapatti houses Infosys from 1st to 6th floors, Infosys BPM on the 6th, Mahindra and Mahindra Ltd on the 7th, and Deloitte on the 8th and 9th floors, symbolizing the fusion of technology and corporate brilliance.",openstreetmap,"{""openstreetmap"": ""way:1220480518""}",matched: technology
Indian Oil Technology Development and Deployment Centre,27.0,low,Faridabad,Haryana,India,,28.3121545,77.3624343,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1482139139""}",matched: technology
R.S. Technologies,27.0,low,Faridabad,Haryana,India,,28.3790002,77.3410076,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:5409478520""}",matched: technologies
Sietz Technologies Pvt. Ltd.,27.0,low,Faridabad,Haryana,India,,28.3632409,77.3216478,,,,,,,,,building=industrial,openstreetmap,"{""openstreetmap"": ""way:143866953""}",matched: technologies
Codoffer Infotech,27.0,low,Gandhinagar,Gujarat,India,"204 D, Pandit Dindayal Upadhyay Marg, Gandhinagar, 382421",23.1819924,72.6280907,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:1336760672""}",matched: infotech
Department of Science Technology,27.0,low,Gandhinagar,Gujarat,India,,23.2211724,72.6575896,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:7861004158""}",matched: technology
Electronic Hardware and Technology Park,27.0,low,Gurugram,Haryana,India,,28.4329279,77.0103299,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""relation:3596105""}",matched: technology
Indo-German Science and Technology Center,27.0,low,Gurugram,Haryana,India,102,28.452572,77.0733467,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""node:4462855352""}",matched: technology
Samsung,27.0,low,Gurugram,Haryana,India,,28.4808527,77.0804286,,,,,,,,,shop=electronics,openstreetmap,"{""openstreetmap"": ""node:13890672518""}",matched: technologies
advance infotech,27.0,low,Guwahati,Assam,India,,26.1527514,91.7880008,,,,,,,,,shop=electronics,openstreetmap,"{""openstreetmap"": ""node:12970716197""}",matched: infotech
Assam Science and Technology University,27.0,low,Guwahati,Assam,India,,26.1412711,91.6664819,,,,,,,,,amenity=university,openstreetmap,"{""openstreetmap"": ""way:1024517861""}",matched: technology
Dee Tee Infotech,27.0,low,Guwahati,Assam,India,,26.1846512,91.7749326,,,,,,,,,office=consulting,openstreetmap,"{""openstreetmap"": ""node:11896883252""}",matched: infotech
Elevate Technology,27.0,low,Guwahati,Assam,India,,26.1779089,91.7528858,,,,,,,,,shop=electronics,openstreetmap,"{""openstreetmap"": ""node:11942619697""}",matched: technology
J.D. Infotech,27.0,low,Guwahati,Assam,India,,26.1774544,91.7535333,,,,,,,,,shop=repair,openstreetmap,"{""openstreetmap"": ""node:11942655449""}",matched: infotech
M. STATIONAERY AND INFOTECH,27.0,low,Guwahati,Assam,India,,26.1319443,91.8072904,,,,,,,,,shop=stationery,openstreetmap,"{""openstreetmap"": ""node:13516352682""}",matched: infotech
Ragvik technologies,27.0,low,Guwahati,Assam,India,,26.1726598,91.7596304,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:3002313795""}",matched: technologies
VIMAL INFOTECH,27.0,low,Guwahati,Assam,India,,26.1715843,91.7479749,,,,,,,,,craft=electronics_repair,openstreetmap,"{""openstreetmap"": ""node:13506845476""}",matched: infotech
N. S. Infotech Ltd,27.0,low,Hubballi-Dharwad,Karnataka,India,"Navanagar, Hubli, 580025",15.3985839,75.0734759,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:377130430""}",matched: infotech
Areksoft Technologies Road,27.0,low,Hyderabad,Telangana,India,,17.3983704,78.55464,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1287278467""}",matched: technologies
BIR Solutions,27.0,low,Hyderabad,Telangana,India,,17.444095,78.4009588,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:7027817040""}","matched: solutions, office=company"
Chekhra Business Solutions Private Limited,27.0,low,Hyderabad,Telangana,India,,17.4507851,78.3854519,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:7021303705""}","matched: solutions, office=company"
CipherHub Solutions,27.0,low,Hyderabad,Telangana,India,"#201, Mount Raghava Complex, Dwarakapuri Colony, Hyderabad, 500082",17.4247098,78.4521203,,,,,,,,,office=company | building=residential,openstreetmap,"{""openstreetmap"": ""way:356535125""}","matched: solutions, office=company"
Cognizant Technologies,27.0,low,Hyderabad,Telangana,India,,17.4199686,78.3357457,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:342243558""}",matched: technologies
Cognizant Technologies,27.0,low,Hyderabad,Telangana,India,Mindspace,17.4381445,78.3834557,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:625040462""}",matched: technologies
